Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
TPTM.S22NI,2007.03,49,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2007.04,35,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2007.05,44,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2007.06,44,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2007.07,52,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2007.08,40,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2007.09,54,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2007.10,33,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2007.11,53,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2007.12,43,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2008.01,29,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2008.02,37,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2008.03,33,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2008.04,32,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2008.05,57,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2008.06,166,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2008.07,20,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2008.08,11,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2008.09,41,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2008.10,32,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2008.11,28,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2008.12,25,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2009.01,23,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2009.02,20,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2009.03,29,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2009.04,11,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2009.05,10,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2009.06,15,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2009.07,14,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2009.08,18,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2009.09,23,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2009.10,13,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2009.11,20,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2009.12,13,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2010.01,11,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2010.02,18,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2010.03,17,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2010.04,12,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2010.05,12,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2010.06,16,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2010.07,12,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2010.08,20,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2010.09,16,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2010.10,11,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2010.11,10,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2010.12,12,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2011.01,10,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2011.02,16,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2011.03,16,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2011.04,17,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2011.05,16,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2011.06,20,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2011.07,11,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2011.08,18,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2011.09,23,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2011.10,21,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2011.11,21,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2011.12,16,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2012.01,20,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2012.02,23,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2012.03,29,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2012.04,18,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2012.05,15,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2012.06,19,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2012.07,16,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2012.08,27,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2012.09,28,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2012.10,23,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2012.11,33,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2012.12,23,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2013.01,18,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2013.02,18,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2013.03,26,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2013.04,30,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2013.05,27,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2013.06,36,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2013.07,31,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2013.08,33,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2013.09,40,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2013.10,38,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2013.11,36,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2013.12,23,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2014.01,21,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2014.02,29,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2014.03,50,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2014.04,26,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2014.05,36,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2014.06,56,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2014.07,42,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2014.08,49,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2014.09,50,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2014.10,36,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2014.11,40,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2014.12,47,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2015.01,21,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2015.02,29,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2015.03,50,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2015.04,39,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2015.05,44,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2015.06,51,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2015.07,39,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2015.08,56,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2015.09,65,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2015.10,40,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2015.11,48,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2015.12,90,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2016.01,18,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2016.02,29,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2016.03,32,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2016.04,52,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2016.05,53,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2016.06,53,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2016.07,52,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2016.08,48,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2016.09,56,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2016.10,49,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2016.11,49,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2016.12,64,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2017.01,42,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2017.02,48,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2017.03,77,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2017.04,41,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2017.05,52,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2017.06,81,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2017.07,76,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2017.08,64,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2017.09,60,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2017.10,52,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2017.11,66,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2017.12,58,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2018.01,45,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2018.02,55,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2018.03,61,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2018.04,48,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2018.05,60,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2018.06,68,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2018.07,32,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2018.08,54,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2018.09,83,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2018.10,53,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2018.11,58,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2018.12,53,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2019.01,62,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2019.02,64,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2019.03,56,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2019.04,56,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2019.05,59,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2019.06,39,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2019.07,68,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2019.08,48,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2019.09,70,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2019.10,53,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2019.11,69,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2019.12,52,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2020.01,42,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2020.02,49,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2020.03,42,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2020.04,9,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2020.05,45,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
TPTM.S22NI,2020.06,50,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 10501 to 14500 Kg,,,,
